,label,text
53567,1,"本次入住的是豪华房,床很大而且很舒适,房间面积也很大,灯光协调,落地玻璃窗视野宽广,可以看到海景,隔海对面就是香港.交通也很便利,服务人员非常周到,挺细心的,前台及楼层服务员的态度都很好,以后来深圳都会住。"
37073,1,蒙牛从三无企业到现在以走向世界第一乳业为目标。靠的就是细分——目标——流程的营销策略。让顾客知道再让顾客信任到顾客认同。蒙牛是中国最典型的——造饭碗企业。不知到时这些手段到我们运用的时候还可以奏效不。
36742,0,厨宝还好吧  但那赠品送了也跟没送差不多
11577,0,大号手机，啥也没送，有点坑，价格高了，能在低点吗，支持国货，但是你要对得起消费者
19543,1,苹果口味非常好吃，送货准时，京东式准时。
58542,0,相当于三星吧，浴巾很旧，豁然几个洞。龙头坏了，水温很难调到合适的温度。房间隔音效果很差。早饭很简陋。
27098,1,东西收到了，很好使用了，很好，跟超市一样一样的信任。京东
8119,1,质量就是好，速度就是快，好好
12026,0,死过机，关不了也用不了
9517,0,给差评是肯定的，破玩意，又卡电池又不耐用。买了没几天就降价*强烈建议同等价位买别的，不要买这个！！！！！！！！！！！！！！！！！！！！！！！！！！！
14926,1,全屏手写功能，屏幕效果好，内置MP3播放功能，音质不错，支持外接存储卡，200万像素拍摄能力比较强、支持通信防火墙。
60477,0,比较老旧，楼里面有地毯发霉味道，房间电视是显像管老电视，不是液晶的，无法开机。无线网上不了网，打电话问让我去大厅试试。空调噪音大。以后不会再来了。
20006,1,收到啦，挺快，包装挺好，至于好不好看图片自己鉴别吧
26276,1,产品一直在用，还是可以的。刚收到货，产品完好地收到。    而且洗发水的味道也很好而且赠送的东西很多快递员的态度也很好速度也很快
47747,0,我懒得说了，还要34元，被坑了，不如宝宝店上的续点背心牌子，比你的背心便宜质量好。
23263,0,很少给京东自营差评！这次苹果太差了、一点也不新鲜！太难吃了！应该放很久了！
43703,1,物流非常快，客服也很细心，裤子穿上身很显瘦，质量也很好，总之就是物超所值，非常棒！
32080,0,我是很少买东西给差评的，用了这段时间，真心觉的这个牌子太欺骗消费者，每次洗完都是油油的，真想扔了！
35984,0,差评，怀疑是歪货，瓶装盖都盖歪了，全到出来了！估计是小作坊自己罐装得！
61033,0,"说实话180太浪费,副楼连120都不值,这是我最后悔的酒店."
13817,0,像素真的太低，当老人机给父母小孩玩玩还行，看视频根本糊的不行， 图片质量很像前几天电信营业厅做活动冲三百话费送手机的画质，就几年前两百完像素拍出来的。 买回来就后悔了
59562,0,"这个酒店实在太差了,一进房就看到蟑螂.设施也差,电视不知道是什么时候的?按床头那些键,谁知道一按下去就整凹下去了.走道上的墙都已经潮了,连前台的布景也是破烂,是时候装修啦."
565,1,一口气将书看完了，唐骏以幽默的口吻阐述了人生经历，总结了人生感悟用，让人很受启发。除了启发，这也是篇励志的作品，人生是可以改变的，命运是掌握在自己手中的。只要敢于挑战，机会总是有的。虽然每个人的成就不可能都象唐骏那样了不起，唐骏这样的天才是少有的，但至少我们普通人可以争取在自己的能力范围内获得最大的成功。
55432,1,本以为458的价格，房间不会太小，可进去以后，还是小得让人吃惊，说实话都没有北京锦江之星之类的连锁200多元的地方大！酒店的优点也许就在离南京路和外滩很近，城隍庙走着过去也不是很远。
41226,1,正装裤子，穿上很时尚，有弹性，朋友看了都喜欢
33723,0,洒了.瓶盖能拧紧点吗？能用点心吗？
9681,0,买来，开不了机，接上充电器显示电量为0，充了半天还是0%……这种概率应该不是很高吧？
19679,1,味道普通吧，没有我以前买的华圣苹果好吃。不够香。
33293,0,不知道是什么情况，洗完头皮会发痒，头皮屑多，难道买到假货？我真不敢相信，自营店也会这样？
30798,1,好，不错，得蛮多的，划算，喜欢
19582,1,好吃菜好吃的，这次又买了四箱，两箱九个苹果的还有两箱12个苹果的！就是这次来的苹果的盒子好脏呀
60371,0,前台服务员表情太生硬，没有微笑服务
43269,1,裤子回来包裹很好，颜色没有色差，而且上身效果也比较好，个人比较喜欢，很满意的一次购物，以后会经常光顾了。
50486,1,"外表颜色是藏青色的,比我原来看的照片黑色的要好看.京东服务不错,送货比较及时正在装系统,还没有使用"
56045,1,酒店交通确实很方便，出门就是公交站点，去海鲜广场和第一市场很便利。虽没有自己的沙滩，但穿过大东海广场就是沙滩，还是比较近的。不足的是酒店隔音设施不是很好，而且酒店的打扫时间过早。
35157,0,太差了，真的不好！
6098,1,非常好，非常好，非常好，推荐购买
4986,1,还行，比较流畅，正在熟悉系统。
51021,0,"16:9的物理分辨率,整体看起来屏幕比较矮,看高清不错但是玩游戏可能不太习惯需要适应.还有就是送的杀毒软件完全没有太大用处,还不如送鼠标。散热还是个问题。右下角的方向键感觉似乎有些脆弱！"
6687,1,视频不清晰 分辨率不高 电话功能不行
39356,1,刚收到货了，试了一下，很合适，面料也不错，感觉这个价格值了，以后再来光临！！！    颜色很好、做工也不错，老婆说近期算是从网上买了一件乘心如意的衣服
22479,0,第二次购买，比上次贵了也差了，很失望。
43876,0,网购十余年遇到过的服务最烂的店，没有之一。衣服首先漏发，告诉客服很紧急需要补发办活动后客服去仓库查货查了三天还没消息，期间每天催客服，客服每次都让提供一堆已经提供过N次的资料重复提交，提交完后仍是没有回复的等待.待仓库核实完又过了好几天仍旧不补发，造成我这边没赶上活动只好要求未发的退货，又弄了好几天.事后要求开票，目前已三周了还不知道发票在什么地方，差评，建议大家不要买这家的东西
4243,1,到货也超过一周的，碰上618，快递是有点迟，但是这平板简直不能更棒，运行游戏不卡，外观也很好看，我感觉挺好的，国产的，自豪
676,1,希望作者出版更多的系列，如《恐龙是怎样穿衣服的？》、《恐龙是怎样上幼儿园的？》、《恐龙是怎样外出的？》.......以便给孩子们更多的建议。
9451,0,不行相素太低
8915,0,平板是没问题的。重点是感觉被坑了，当时会买就是因为看到十二期免息才买的，快到还款日了就想着说打开看看一次还多少款。结果打开一看一脸懵，明明买的时候就是十二期免息，现在就变成一次性就要全部还款。咨询各个客服，只会踢皮球。我从没想过京东是这么垃圾的。气死了，没本事就不要弄十二期免息，欺骗消费者算什么。
23325,0,收到全是青色的，还那么贵，完全与描述不相符，绝对不会再买生鲜了，良心评价。
11137,0,做了冤大头，没几天就降价了。
12922,0,快递太慢了，都没到手，就说签收了。我很不满意
9026,0,16g的本机只有10g 占用啥太严重了 像素不大好又不能调
34463,0,我呵呵，京东真够垃圾的京东真够垃圾的京东真够垃圾的京东真够垃圾的京东真够垃圾的京东真够垃圾的京东真够垃圾的京东真够垃圾的京东真够垃圾的
23591,0,很硬，不脆，不是很甜，还不去在外面买，失望，以后都不买了
28318,1,"京东商城,正品低价,东西真的不错，快递员服务态度很好，比超市便宜，一直在京东上购物.快递员辛苦了，给快递员来个大赞。"
23257,0,80mm是不是直径？最大的也就70mm！！最小的还不到60mm
22242,0,每箱苹果总混有两三个不是烟台品种的苹果，很不好吃，为什么要混进几个不好吃的？不理解
49130,1,外观漂亮，最大的卖点。键盘大，联想ｓ１０被淘汰的原因。电池挺好的。
48694,0,还没穿，摸起来没我之前买的好，物流超慢，整整六天才到
50786,0,屏幕清晰度低，为什么很不清楚？？？显卡驱动的问题，还是机子本身的问题？？？
38025,0,结论是味全＞蒙牛＞伊利，伊利买的是抹茶味的，太难喝了
18353,1,“保持战略定力，在正确的时间做正确的事”，“稳中求进不是无所作为，不是强力维稳、机械求稳”……7月21日、24日，由总书记主持的党外人士座谈会与中共中央政治局会议相继在北京召开，习总书记深刻阐述了经济发展“稳”与“进”的内在联系。
43005,1,货已收到，包装很精致，可惜让我小侄子儿几下撕坏了，没来的及拍照!质量很好，非常满意
37648,1,每天又是蒙牛高钙奶 真果粒 金典 生活太满意了
45572,0,不好 很不好 售后态度一拖再拖，非常不满意！！！！！
23345,0,不新鲜。订单完成较这字眼，30元券就这么瞎了
28281,1,好多好多～～～～可以用好久好久啦啦～～～～上两个星期买了瓶护发素也要30
49314,1,配置比较超值，发热量比我用的联想E390小（CPU待机40度、最高71度；GPU45度、最高70度），风扇声音也不大，而且不经常高速运转，3dmark06：27XX分，在4K以内的机器中还没见过，接电视播放1080P基本流畅（硬解cpu占用率没超过40%）。做工说不上精细但也还没什么发现什么缺陷，操作系统安装顺利，附带DVD中有全套XP、VISTA驱动。
9808,0,垃圾，像素差到要命。连个耳机都没有。很想退货！就是看在快递小哥的份上就算了。
35094,0,对这次买的产品表示非常不满意，貌似产品是假的条码扫出来都不一样，三瓶80毫升的洗发水，条码扫出来是700毫升的，这不是作假是什么
25665,0,这样的苹果市场*没必要上京东，太坑人，12个苹果给10个
59496,0,这个酒店实在太差，房间设施和二星级的差不多。淋浴间真是有些脏，地上全是一块一块的黑点点，也不知道是些啥东东。一次性的拖鞋包装已经被折掉，有一点点脏，好象已经被用过。还好那次刚好自带了一次性拖鞋，否则要穿着高帮鞋在房间里走来走去了，想起来就让人不舒服。前台小姐也是面无表情，像人家欠她钱一样。前台距离房间实在有些远，是极不方便的。空调的声音很大，还有即使开到了三十度都感觉不到暖气，幸好网线有些长，可以坐在床上用电脑，?
39898,1,质量不错，和实体店的一样没想到还这么便宜，下次还会再来，重要的事情说三遍 好评好评好评，以后就在这家店买了。
8549,1,还可以，暂时没什么问题！支持国产！支持国产，支持国产，重要事说三遍！
6360,1,各个功能都很不错
32481,0,实体店才卖*.买完才知道，你能还转着活动，骗人
14229,1,操作简便，外形美观，功能实用。
36252,1,还行，第二次买
57286,1,之前看携程上的评价对这个酒店没什么好感，觉得早餐可能也很烂。也有可能因为期望值本来就比较低的缘故所以实际住下之后觉得还是不错的。房间比较大，窗外面对的是摩天轮和体育馆，晚上的view很好。早餐也比想象的丰富，虽然西餐类的不多，烤面包机也不好用。服务生还是比较主动的，出门后也会主动询问是否需要帮忙叫出租车。（长沙的出租车良莠不齐需要小心）不过还是出现了不太和谐的部分，我的一个客户(欧洲人）也下榻在这个酒店，之前她欧洲的同事替她在酒店预订了接机的服务。可是在接好机之后酒店安排的接机人员问她收了600元。我的客户不懂中文而酒店方面无人可以和她交流（酒店懂英文的人似乎很少），所以她只能付了600元。虽然之后和酒店方面协商退还了部分车费，酒店方面的态度也很好，但是对于之前酒店员工乱宰外国人还是很遗憾。
54449,1,酒店超值，不用300元住标间，房间很干净舒服，前台服务员态度很好，酒店管理水平很高，还可免费延住到2点。
35686,0,包装太差，没有任何保护措施，瓶身上全是灰尘，很难让人相信产品的质量。快递小哥不错，服务态度很好。物流也超快，希望卖家改进快递包装。
25616,0,真不建议买，买回来有一个烂的不能看，一共12个好像，大概有8个里面是烂的，就像图一一样，当然没那么严重，吃到一半，发现有一部分烂了，真是不想说什么了。
25404,0,坏了……还没人管！优鲜赔就是笑话
21741,0,这是吃的最难吃的苹果，一点苹果的香味儿都没有，只是一个口感比较脆，而且个头都特别小，不知道哪来的那么好的，好评
25725,0,牛奶没什么味道，生产日期不新鲜，苹果不甜不脆，还坏了几个，火龙果放一天就坏了。都不大想吃。
2175,0,"这套书,不怎么适合小孩子看,没有什么意思!建议家长购买"
38939,1,裤子质量不错，货真价实，和店家介绍的基本相符，大小合适，样式也很满意，穿上裤子走路感到很轻便，舒服
12138,0,又特么是别人用过的发给我了 里面有一个3月9号下载的铃声 我怀疑是别人退货的 因为着急用手机又没什么问题就没退货了 但是心里及其反感 京东就是这么恶心 不止一次了
36126,0,19号 12点多下的单，到现在还没有收到货，客服也不负责任！都催了三天了，还没见到货，不知是快递员的问题还是两边骗钱的
24331,0,口感太差，甜度不够而且还面，没嚼劲，果肉水分太少。也就外表好看
8038,1,"刚到手不久，外观很不错，做工感觉也挺好，很喜欢！开机系统升到了EMUI5.0,随便摆弄了几下，挺流畅的，后续准备玩一下游戏再试一下，目前很满意！"
7037,1,给老人买的不错
3949,1,包装一般，外包装较大，平板的本身外包装很小，平板在里跳得很欢。
33209,0,自从换了这款洗发水我每天都要跟别人解释我真的是昨晚上才洗过头的。    也不知道是买到假货还是这洗发水原本就这么垃圾，洗了头以后能不要那么油吗
23642,0,什么玩意，驴屎外面光，里面全是黑的，一次不如一次
58696,0,太差了！房间小、设施陈旧！地板脏兮兮的、毛巾粗糙，一次性拖鞋感觉穿不了两次就会破！卫生间刚够转个身！什么五星级啊，连四星酒店都比不上！
61574,0,车接送不错 其余都很一般
55068,1,虽离机场和市中心远了一点，但服务生笑脸相迎，房间内相关旅游者的资料准备周到，体现出处处为客人着想，最喜欢窗台上的鲜花，有欧洲风情的感觉。妈妈推开窗，见窗台上灿烂盛开的花朵高兴得合不拢嘴。宾馆反馈 2008年5月8日 ： 非常高兴您和您的母亲能喜欢泰逸酒店，祝您及您的家人身体健康，事事顺心。2008年5月11日，母亲节，泰逸鲜花盛开。同样的祝福献给您的母亲，也祝愿天下母亲泰逸安康！
35834,0,很严肃得投诉包装。请看晒图，如此漠视顾客。没有塑封，没有气泡膜，基本的防震都没有。再不改进，砸的是自己的招牌。请参考*超市包装，看看人家是怎么努力提升顾客满意度的。如此下去，不要说没有回头客了，连新客都会望而止步。请重视这个问题！
8891,0,买了个华为手机+1个华为平板，两个都超级卡，卡着卡着就自动关机了，再开机所有程序就不见了，再重启，全部变板砖了，破系统，打死不能买华为了，两个都是同样的问题
28856,1,京东618年终中狂欢购物节真是赞，每年这个时候都是全家大采购的时候，日用品，洗漱用品基本和超市说拜拜了，京东的价格超市根本就不可能达到，最重要的是物流也快，当天购物，当天送货上门，而且都是正品，没有出现液体的撒漏，真的很不错，棒棒哒。
22718,0,苹果也太小了，比网球大一丢丢也就，有青的，估计没熟吧，有磕碰的，还一点都不好吃
15384,0,缺点多多：滑盖特松，稍微用力量就滑开了；内存太小，没有扩展空间；接听音量太小，公共场所无法使用；摄像效果特差；电池待机时间太短，两天就完；不支持中文文件名，（杭州生产，怎么象私货？）
38781,0,悟空爱白骨精:我早就开始要求身边朋友亲戚都不要买蒙牛伊利了，人人用脚投票，这种无良企业就无法生存。珍爱生命，远离蒙牛！
45782,0,很不满意 和网上的不一样
35490,0,物流真心是超级慢，好像花了十来天才到长沙，真心受不了。    味道是挺好闻的，但是洗出来头发好干，不好用。
48747,0,没良心卖家，颜色不对，连牌子都换了个垃圾牌子，你是想关门回家了吧！
16905,1,不错，这个苹果?比山东和陕西的都要好吃，已经多次购买了，包装很好，品质毋庸置疑！
15028,0,信号相当的次啊，经常在寻找网络，我可是在大城市啊，出差更别说了。通话声音时断时续，不一会就机体发热、烫手。
57675,1,酒店还可以，价格在自贡来说稍贵。服务还可以。
24530,0,水果太小，且不甜，很一般，性价比差
42976,1,裤子很不错，料子很柔软，大小也合适，给男票买的，帅 哈哈
44830,0,跟理想的相差太远了，明明是保暖背心回来确实单的。
20893,1,东西不错，看起来蛮好的，东西不错，看起来蛮好的，东西不错，看起来蛮好的，东西不错，看起来蛮好的，东西不错，看起来蛮好的，东西不错，看起来蛮好的，东西不错，看起来蛮好的，东西不错，看起来蛮好的，东西不错，看起来蛮好的，东西不错，看起来蛮好的，东西不错，看起来蛮好的，东西不错，看起来蛮好的，
53020,1,不错的酒店。就是早餐水果太单调。宽带直接连电信网的，速度很快。
39819,1,裤子收到了啊，比想象的好啊，物流也蛮快的，特别喜欢啊
22987,0,苹果都有坏的，应该是在运输过程中被压坏的，找卖家，卖家很敷衍，各种推卸责任，反正事已至此，也懒得和卖家争论，卖家最后给返了2块钱。
7067,1,屏幕够大，上手容易，物流很快。
42955,1,宝贝很不错，正品质量很好，刚好合身，穿着舒适，老板服务也很周到，快递也很准时，非常满意，全加五分！！！
53670,1,总体来说是个性价比相当高的酒店，从酒店外表到房间设施都很不错，通过携程预订还送了很大一篮水果，感觉挺好。大堂大得离谱，空荡荡的，不知当初设计师怎么想的，太奇怪了。
58410,0,"房间设备陈旧而且不齐全,一点也不象四星的酒店.所以房价显高.我就不明白河南的所谓四星级酒店凭什么比成都、南宁等省会城市的四星房价还高。"
56951,1,入住的房间不可以开窗，空气流通欠满意，比较遗憾宾馆反馈 2008年7月10日 ： 首先因饭店房间安排造成您的不满表示歉意。同时我们会与携程及时沟通将您的要求录入到“饭店客史信息中”，在您下次入住时前台就可以根据客史信息直接给您安排可以开窗的房间了。 河北世纪大饭店期待您的再次光临！
19801,1,包装很好，不应该抱太大期望，毕竟价格在哪放着呢
29323,1,物美价廉，买来囤货的，好用，618好便宜
21731,0,一个大一个小，小的新鲜点 大的焉巴巴的。最主要是红心火龙果竟然不甜 网上的也要保证质量吧
3481,0,"刚刚收到书5分钟,就跑来反馈了,真好玩,书宽宽大大的,封面那些个傻忽忽的猫,挺逗的,没顾上翻看呢,嘿嘿,看完和大家分享去!!!拉拉"
22145,0,6.18下的单，其它几件水果都收到了。两件车厘子19号物流显示已到家附近站点，6天过去今天24号，仍没收到货。打了好多电话，一直没结果。太生气了
37431,1,人家蒙牛挺有诚意的，大冬天的在健身房门口做活动，在微博上转发此微博就送五盒酸奶。但见健身房里的男女老少人手冠益乳，嘴角吐奶泡@斑驳陆离的生活
5012,1,挺赞的平板电脑，也可电话，综合性非常棒！
13529,0,你妹的！！！差评
50376,1,在返现特价时买的这个配置算比较高的性价比，电池可以用七个小时左右（没找到所谓的节电到九小时的设置），键盘也比较漂亮，比900系列有较大改进
3113,0,没什么感觉，只是觉得图片还蛮好玩的！至于英文方面，反正对我而言，不会想用这本书提高什么英语水平就对了。
50155,1,会场滴轻薄，只有一般笔记本一般的重量；键盘手感很不错，键程和弹性都不错；led的显示屏效果不错，各方向都不会反光。
57788,0,酒店不承认此次预定， 与携程交涉7、8次才解决！！补充点评 2007年6月20日 ： 明明入住了酒店！ 300多无窗房，勉强3星级别的标准，还不如住如加快捷
47837,0,线头比较多，色差超严重。买了不后悔你找我。问色差原因直接不回了。
50319,1,介绍里是256MB显存的显卡，回来一看是512MB的，不知道是不是赚了，还是发错了，总之暗喜中。样子还是不错的，320G的硬盘很够用啊，3D游戏还凑活，本来也不怎么指望什么
47730,0,只能说一句、非京东自营的产品都是垃圾。实物跟图片差距太大！
27705,1,119买的，物流很快，包装好
52498,0,黑色钢琴漆太漂亮了，可是也太显指纹了，不知道白色会不会好一点
44570,0,不理想，有色差！
27384,1,东西收到，快递哥服务质量很好，东西还没用，不过看包装应该是正品，不错下次再买。
45010,0,没办法穿，无语。
17390,1,好好好好好好好好反正京东就是好好好好好好
59897,0,酒店设施有点老，但靠近机场
26029,0,24个苹果，有3个坏的，不是快递问题，是商家以次充好，什么潘苹果！我呸！建议京东自营与潘苹果取消合作，别搞坏自己的招牌！*买的苹果从来没有损坏过！
7845,1,还不错 挺好用 喜欢
23248,0,很小的一颗苹果，一般不容易碰到这幺小的苹果，和心里期待落差太大了。
62566,0,"此宾馆号称三星,可实际上这个酒店的硬件和服务水准,目前根本不能上星.走进大厅一股甘水味,高度白酒的酒精味弥漫空中,令人窒息;我们要求看房间,接待小姐满脸不高兴的让我们上五楼,我们看到的是落后的设施,破烂发霉的墙壁,摆设还算整齐,唯一能表示满意的是床单的清洁度,但是有股刺鼻的洗涤剂味道,问有空调否,答是24小时......我想这个宾馆是市府招待客人的地方,应该不差,就住下了.没有想到一连串的麻烦就开始了......首先不能上网,回答是,4块钱一个小时,一会拿了""猫""和路由器过来,好恐怖,不要了;要求送十瓶矿泉水,只送了七瓶,服务员说只有这么多没有了,要求签字确认,服务员说把房间的二瓶也一起算吧,我说,不要算,你查房的时候算,不然会搞错,服务员说一样的,9瓶三元一瓶签字了27元,.结果离店结算时果然又要我们付房间的二瓶水,我们解释也没有用,还是多收了二瓶水钱,从这点看管理太乱......服务员个个是祖奶奶,不能得罪,一点服务意识都没有,够呛;空调很弱,到了下半夜几乎感觉不到空调在运行,给冻醒,,结果我们二个人全部感冒,回到家里挂水(有515医院的证明);算了,不说了,反正也没有什么结果,只是提醒朋友们这种酒店千万别入住,也希望携程能对与你们挂靠的酒店有个评估手段,我现在是钻石会员,还是第一次遇到这样的酒店,太差劲了......因为这个夜晚的寒冷,染上了风寒,在医院刚刚打了点滴,觉得要写点什么,就这样了,睡觉,希望不会有第二次!"
46576,0,垃圾的商家 垃圾的京东 没有按承诺的发货 买4条比买2条单价贵*一条 还严重退色 买4条承诺送2条皮带4双袜子 没有兑现承诺收到只有4条裤子赠品就没有了催了10天才补发赠品 补发的赠品也没有按承诺补发
52349,0,1、电池只是3芯而已 2、没有光驱，装系统比较麻烦，且不支持USB-ZIP，只能用USB-HDD模式启动，花了我不少时间。 3、价格还是蛮贵的
5736,1,相当不错，华为值得信任！
58566,0,酒店分新楼和旧楼，我订的标准间在旧楼上，不得不说的是房间的设施实在太旧了，地毯已经看不出颜色了，因为住的时间短，所以就没有再换，还好床上用品比较干净。还有前台有一个服务员似乎不会笑，仿佛你来住店给她添了巨大的麻烦一样，我住了2天，每次经过前台都不自觉地看看她，从未见她笑过。真晕！
61703,0,房间还不错，够大，不过床头有部分发霉的迹象，218元的价格还是太贵
21234,0,一点不给力，苹果很小，甜度也不够，感觉上面着色剂有点多
59455,0,"一个晚上,要是能打死12个山蚊子,有生以来第一次.而且宾馆提供的电蚊香是不能使用的.后果是:房间由于客户打蚊子墙壁上血迹斑斑,非常恐怖."
8256,1,速度挺快的，反应比较灵敏，音质不错，希望下次继续合作。价格上应该没有很大优势。
8452,1,外观漂亮，漂亮漂亮，轻薄。触屏林敏度感觉有点高。其他还是摸索当中，音质好听
9701,0,第一次给JD一星，真的生气！
46426,0,垃圾货，全白色衣服上还有点黄色？
1478,1,很久没有读过爱不释手的书了，虽然《草房子》是一本儿童文学的书籍，但《草房子》里叙述的是每一个鲜活的生命。童趣般的故事让我回到了儿时的记忆中，回到了他们之间，一起嬉戏，起生活，这本书正适合儿童与大人之间的桥梁作用。虽然生活是如此平凡，但是美的地方却无处不在，让我们学会在生活中寻找美，给予爱！
31701,0,差评差评差评，商品收到后洗发水只是剩半罐，效果也不怎么样，而且之前说好的赠品也没有，跟商家问了之后他们只是推来推去，问题根本没有解决，后面客服说为了查询要为我转接核实处理，然后就没有人理我了，这是我最差的一次网购体验了，购买本商品大家要谨慎小心，以免上当受骗。凭什么最低一星呢，我一星都不想给，可能的话我还想给负的，??
1060,1,"如标题所言,一本适合安静阅读的书,一本需要耐心品味的书,诗词的年代貌似离我们已经遥远,但是,翻起已经泛黄的书页,忆及曾经摇头晃脑背过的诗篇,于是不由得觉得温暖,有多久,我们不曾这么安静了?在都市的繁华中寻找一份安宁,在生活的喧嚣中觅得片刻宁静,每天穿梭于不同的酒席,应酬,KTV,你厌倦了么?你真的快乐么?给自己的心灵安个家,希望所有的人,得到最美丽的平凡."
45528,0,掉色比较凶，觉得很不划算
15268,0,"1,手机电池用了才半年,不超过两天就要充电了(晚上10点自动关机,早上8点自动开机),太差强人意了吧!2,键盘太小容易打错字和拨错号.3,买来是2980元现在跌到16002460元,太离谱了吧!4,说明书讲的免提功能和录音功能找不到啊!是骗人的吧!"
37116,1,蒙牛，你幸福吗？
54018,1,一家欧式风格的酒店，大堂气派，房间也不错，还有水果、咖啡送。“美林阁”餐厅在上海挺有名气，特地去品尝了一下，的确不错，凭房卡还可以打8.8折。一楼大堂西侧有一个酒吧，晚上和几个朋友一起小坐了一会儿，里面环境不错，东西也不贵，同样凭房卡还可以打8.8折。下次还会入住这家酒店，有兴趣的朋友不妨也去试试。
35091,0,包装盒不完整不知商品是真是假
49500,1,17点下单，第二天9点多就收到货，发货速度赞一个。 特别喜欢小红帽，整个机器也比较大气。散热优良。 完美屏。 钢琴烤漆让你出差不用带镜子。
11729,0,非常差，在现在这个行情下这价格快天价了，屏显示分辨率差，屏小，反映不好，上当了。
48090,0,垃圾货！质量差得要死……别上当了！我在也不在网上买裤子了
58549,0,"每次预约都特别注明需要无吸烟楼层,可是前台都说已经安排给其它的客人了,如此漠视消费者权益非常让人失望. 另外住房内的地毯真是肮脏,布满了灰尘,感觉已经很久没有认真清洁了."
56997,1,知名度不错，机场打车一说十一经路，就问是如家吧。但是天津机场基本都是黑车。从酒店去机场不到30，机场来居然打表打出50多。
50829,0,1.钢琴漆外表面就是指纹收集器，手随便动两下就惨不忍睹了； 2.外表面lenove的标不好看，Thinkpad的i上一点还能亮，对商务本来说有点恶搞； 3.显示器的显示有点惨白，色彩有些失真。
30009,1,洗头水比较好还实惠，下次用完还买。
43434,1,东西不错，值得购买澳，，一次性就买了五件，，和同事一起买的
10829,0,用着还行 性价比还可以。就是发货太慢了。
27514,1,刚收到就降价*～*套装，挺划算的，瓶子和图片的鲜红不一样～～很香～物流很快，昨天下午拍，今天就到了！
36572,1,宝贝收到了，白色的非常美观，价格便宜，很好用，下次还来买。
31692,0,假货 最右边京东自营的 左边和中间我妈在屈臣氏买的还带磁条 刚开始没想起来对比 但使用第一次 就感觉和平时用的不一样 难怪说 便宜没好货 这次算信了 差评 京东第一次差评
28158,1,京东六一八囤货囤货囤货囤货囤货
48708,0,哎哎哎差垃圾要死
57616,1,"上个礼拜刚去过...环境还是不错的.饭菜也很可口,价格略贵.房间不错,很古朴,很安静,在那休息是很不错的.唯一的缺点是房间的隔音设施太差,如果同一幢楼里面有几个不同的客人,在碰上不注意的...太恐怖来"
50012,1,"这款电脑是M35系列,是今年的最新款,外观很漂亮,散热也很好,做工相当扎实."
1756,1,打开包裹看到这本书时，书的外面还包了一个塑料袋，里面的纸张摸上去也很舒服，字的大小适中，最主要是因为很喜欢朱生豪前辈的翻译版本，因为需要看原文，但是对原文很难做到全面理解，所以选择拿来前辈的经典译本对照来看。这本书除了收藏了莎翁的四大悲剧之外，还收藏了我本人很喜欢的一部悲喜剧--Romeo & Juliet，所以这本书在我的眼里就变得十分完美了，呵呵~
54226,1,"酒店房间宽敞整洁,灯光柔和,总体来说还是不错的.前台服务生的态度也很好.只是宽带还需要收费,这点是否应该改进."
25734,0,别买 就开头第一个好 其它几乎都是烂的
32813,0,这个肯定是假货！！！洗了之后头皮非常痒。才二天就很痒很痒，真是后悔买这么多，京东真是坑！！！！！
26668,1,京东价格合适、快递非常给力、东西感觉就非常喜欢！
49371,1,"轻巧，发热小.（与原先用的Compaq M300比较，X200是冰箱---哈哈）。 运转声音很轻,几乎听不见."
35525,0,同事都说好用，但是我用后超级痒，痒死我了~
46531,0,布料不太好，退色
52915,1,"房间内设施还不错,不过浴室的淋浴喷头不好用,水量不可调节,出水较散,有些不象四星级的标准.周边环境尤其是酒店后边环境不太好,大堂也太小了吧."
40617,1,很好(?▽?)，京东自营购物就是便捷
9487,0,差评差评！！！！！妈的买回来就贴好膜了，上个微信还说这个手机绑定过微信，你**别和我说这是新机子
40802,1,裤子非常合身，至于线头啥的都没有，之前还是担心，看到货后真的没得说了，很喜欢！一百个赞！
41495,1,衣服收到了，质量真的很好，手感舒服，穿着合适，很好看很喜欢，以后还会来买的！
15701,0,"铃声开到最大,顺风耳还是听不到!听MP3时就不用提了,太差劲了!"
6050,1,不错很好啊一直都在家用这个牌子。不错很好啊一直都在家用这个牌子。
60051,0,晚餐吃出长头发，服务员竟不以为然！洗完澡时，发现浴巾上竟也有长头发！如家在我心目中一直是快捷酒店的楷模，但这次入住北京团结湖店，令人大跌眼镜。
32426,0,东西一般洗后2-3天头发还是特别的油
5952,1,东西确实不错。
31520,0,不好，建议慎用。用了一个月了，有头皮，掉发。现象
5028,1,就是给孩子做一起作业网和看点动画片，最多玩个微信啥的
29314,1,包装很用心，有防震袋包着，看着不错，浓度高，望柔顺柔顺的
18837,1,这个牌子的有点小，不如我第二次买的（如图）苹果。    一冰箱都是京东的水果。比我家楼下菜场卖的便宜20%-30%呀。又新鲜。    哈密瓜一个1800g 一个2200g 都达标了。    甜瓜个个超标，最轻的也有820g。这是第二次买了。    这次的苹果还没吃，但样子很赞。    鸡蛋也还没吃，样子也很赞！没破损的。上次另一个牌子的苹果有点小，没这次好。    Icool的椰子好赞，椰汁甜，肉肉多可以打出来做椰浆绿豆沙什么的。    买酸奶是凑单打折用的???
